specimenID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,DatePhotographed,SpecimenID,CurrentSp,Sex,Region,Longitude,Latitude,Extent..m.,Certainty
ZRC.4.941.TAYLORI.CRANIUM.DORSAL,0.0107055638739662,-0.0067191198435184955,-0.012753396128104761,-0.02505200258237752,0.009419170776473071,-0.0034050416528267347,-0.017353786378814635,-0.006044295843480215,-0.008461594941011442,-0.011800268207695013,-0.0029638645081915883,3.6265778809842046e-4,-2.816580827968688e-4,-5.0838812598470165e-6,0.004295781387694634,-1.621841647659389e-4,0.0024315181302457843,-0.008522856609974571,0.0032280501723378143,-0.00565108663494299,-0.001604562779055413,0.00247898097139735,0.0038593687705269788,0.0011585338314328093,0.003987668451302915,0.0023302132770043338,-0.004033965261830997,0.0026644660867704163,0.0010709095294144538,4.8147456724525724e-4,-0.0014093458432916173,8.34083967121266e-4,-3.7311537110470267e-4,-2.659010797970156e-4,-2.8143165065779165e-4,3.411955198254199e-4,5.798792282545194e-4,5.021858188256783e-4,6.402213828526904e-17,-1.1275702593849246e-16,3.594130201789447e-17,-8.239936510889834e-18,18/08/2020,ZRC. 4.941,variegatus,Male,Peninsular SEA,2.842241,104.159311,1000,75%
ZRC.4.939.TAYLORI.CRANIUM.DORSAL,0.006905581847693969,-0.021153480305072907,-0.003361360610860572,0.012096192389099506,0.0025746658957314142,-0.01417438586899145,-0.0061944345808636805,-0.008997133775361372,0.004580278521054245,-0.0014438530395192919,0.0021683242169037355,-0.0016185425584791168,0.0020259321738666206,7.623525735073516e-4,0.004484972071535013,-0.0033456820539677495,-0.0019078231487320743,-0.004950287962881091,0.003153998814863042,0.001379078541913427,-4.6281409097766527e-4,-0.0023675540951960806,-0.005894253628323574,-7.826635371990965e-4,4.946641704483466e-4,-7.451248670612673e-4,1.4517777904359536e-4,-2.745760637581851e-4,-0.0015157292330165446,7.223971789610076e-4,-0.0018132336748555677,-0.0012832116067354245,0.0019979016078923214,9.811040867214056e-5,3.6594664010339224e-4,8.218858316048771e-4,1.387305810227788e-5,-6.099645440603595e-4,-1.0804921681765306e-16,6.314122402012456e-17,4.746772636413099e-17,1.021860547567588e-17,18/08/2020,ZRC. 4.939,variegatus,Female,Peninsular SEA,2.789944,104.202186,1450,100%
ZRC.4.940.TAYLORI.CRANIUM.DORSAL,-6.233297986572463e-4,-0.027369513568994766,-0.003963617101353389,-0.007574400314482156,-0.003799604792571371,0.00879972751027292,0.009373833023844348,0.001944297070175614,0.0017186506030028993,0.008536236945889099,-0.015014237022383059,0.007129026030700551,-0.001422951808609576,2.151261181339173e-4,0.00759722447196169,-4.6794663653131156e-4,-0.0016562567527430903,-0.003735256475170589,-0.00250091038054427,-0.001382921127543287,0.002418772909568506,0.0021645625773133335,-0.0023719014624633493,0.0017407749321863375,2.6751084523380736e-4,0.0030781279647675995,8.882048442817189e-4,-3.678329233007127e-4,-8.676694767146117e-4,-0.0018206571097008444,-0.0027493201867930415,4.8492750004409523e-4,9.72453556231304e-4,4.254675051898854e-4,1.2516577598698154e-4,6.806037370104694e-6,6.482151229686235e-4,-5.452231917900778e-4,-7.267542687441897e-18,-7.746624522408929e-17,2.4198037237160852e-17,2.5045070184415152e-17,18/08/2020,ZRC. 4.940,variegatus,Female,Peninsular SEA,2.789944,104.202186,1450,100%
ZRC.4.944.TEMMINCKI.CRANIUM.DORSAL,-0.03894499878365709,-0.025992477120279796,0.026160053298985863,-0.03310183304726762,-0.0038177553957475675,0.012008743118105299,-0.011254444956084934,-0.001767896046899377,-0.007539583704895278,-0.002711426945307188,0.015476940630247453,0.006437372348682156,3.098977504864531e-4,-1.0698462402335087e-4,0.007470061145162355,-3.818729658610275e-5,-1.8677334309546824e-4,0.00495303726336078,-0.0033340951121683675,0.004309840274368557,-0.002742407039251325,0.0020356052235408124,2.2407119987807232e-4,0.00289320786237305,0.0014626585397937459,-7.854353018913219e-4,1.2177801223275146e-4,-0.0010774949745665815,0.0010849729393124972,2.329729459175695e-4,0.0014443323034618086,-7.513566824951935e-4,-0.0012811875873768553,5.038763764094885e-4,-6.209843906225454e-4,5.658952764877179e-4,-1.0509883456972621e-4,-5.648657355028595e-4,-1.4802917192805604e-16,6.207057437479513e-17,-2.0523608311971697e-17,-4.797594613248357e-18,18/08/2020,ZRC. 4.944,variegatus,Female,Sumatra,-1.895761824,101.3143701,4000,75%
ZRC.4.947.TEMMINCKI.CRANIUM.DORSAL,-0.003951428882957074,0.007536424869449022,-0.006206542424766499,0.0035233882595787002,-0.005642819845825315,-0.012099414661489623,-0.006680997010349418,-0.0078102869616917285,5.512281858057735e-4,0.0054248006607498555,-5.209002038369492e-4,-0.0012234020407223042,-0.00988568021605422,-6.574643648420223e-5,0.0030974767542594358,0.00851328286955385,-0.0029985490076229926,0.0021186309519046647,-0.0016377606350609576,-0.005319123753148553,0.004013245580948193,-0.0016812407600025568,1.0551149767618336e-4,-0.003976480170521667,0.0014184110486729902,0.0012326292012424787,-0.0034415298276188337,3.2644333129750803e-4,0.003020028877932953,-5.26047876706087e-4,8.523490702159889e-5,-3.348703346403904e-4,-0.0012175984077492127,-2.216214530278017e-4,-0.0016100351815640402,4.0809697666415e-4,0.0010355744067658316,3.86215489970979e-4,-5.713067822640805e-17,-2.710505431213761e-18,-4.6363195400911383e-17,-1.0842021724855044e-18,18/08/2020,ZRC. 4.947,variegatus,Female,Sumatra,NA,NA,NA,NA
ZRC.4.962.VARIGATUS.CRANIUM.DORSAL,0.013793904691892827,0.006262542544243427,0.014796827233427979,-9.60878105884616e-4,0.00444440685127511,-0.015048026692937403,-0.002881866011678011,0.014572360897047049,-0.006710256671170869,0.006024893941395901,0.011274188416352677,0.0051370594472377904,0.004735346714127669,0.0018828798811261406,0.004013333869269849,-0.007099283740058911,-0.0037589396281822642,-0.002505082546924471,0.0046775454400643035,-3.349882857312163e-4,0.0020518157537755604,-0.003340419002018701,3.168238360293385e-4,-5.910996771401719e-4,-0.002381111004680554,3.721570711151199e-4,4.5471151648769463e-4,0.0011765794749684828,6.70095219019575e-4,2.2610796425867456e-4,-8.200522050440418e-4,-0.002451808789564035,-8.886240651516302e-4,8.094403234400762e-4,-0.001011429857060317,-0.001220980987876919,-6.076279051373581e-4,1.9654047589623741e-4,4.660714088972062e-17,-3.252606517456513e-17,5.785235029746871e-17,2.3744027577432547e-17,18/08/2020,ZRC. 4.962,variegatus,Female,Java,NA,NA,NA,NA
ZRC.4.965.VARIGATUS.CRANIUM.DORSAL,-0.02030925484308801,-0.04259311074499828,-0.005043223498301895,-0.016698253130170038,-0.012547892592874801,-0.007635085162417551,0.021068239843898592,3.491336814572642e-4,-0.00361423394895459,0.006530335363561206,0.012579248468335566,-0.00607881345478855,0.010811193001234858,-0.0033287956695711046,-4.194807384969074e-4,0.0016601458036514208,0.00196664315602003,0.004194029058158545,-0.00335567643988693,-8.831047410787665e-4,6.763521257503371e-4,7.816508619774469e-4,-0.004313833016511147,-0.002334817113845633,0.0011021522870672596,9.860918315724495e-4,7.665147479967543e-4,7.704529500933017e-4,6.695063355514205e-5,-0.0011427705682793522,5.456988178376841e-5,-0.0019981778111877553,0.0031027137071700382,-3.130784558770371e-4,9.870349338271045e-4,8.850701272188378e-4,1.794163094187584e-4,2.076005753900022e-4,4.865992523739142e-17,-8.622795403048777e-17,-1.8484800007930596e-17,-5.082197683525802e-18,18/08/2020,ZRC. 4.965,variegatus,Male,Java,NA,NA,NA,NA
NHMUK.7.1.1.220.Temminckii.CRANIUM.DORSAL,0.005491237650176069,-0.019400924220613246,0.014311322394944164,0.011523678831404462,0.001330998957179936,0.0040247524490092095,0.0023423460068240187,-0.01327678599779443,0.0010963575982770204,0.008431213934138695,0.004111761720606885,-0.0032743330660215176,-0.009644299340193487,0.009041903010839005,-0.0023616472775882156,0.001580676393767118,-0.008766608698077015,0.0021424586298166167,-0.0039402845655370925,-0.0031391579799665606,-1.8822742467363319e-4,0.005579977309064143,0.001231105922860177,8.735576673560317e-4,-0.0024402011805258568,-0.0015062726675790132,-0.0015246889688192815,-5.182785873204002e-4,0.002138960671668062,0.0013879737657311656,-8.161772046791898e-4,-9.172434696596474e-4,1.634701593892996e-4,-6.733473952182707e-4,2.2975213340762463e-4,0.0011478489735074916,3.2561381671390423e-4,-1.1288652779074296e-4,7.721552347170202e-18,4.8490942164414186e-17,-1.0950441942103595e-17,-6.2341624917916505e-19,05/03/2021,7.1.1.220,variegatus,NA,Sumatra,NA,NA,NA,NA
NHMUK.7.6.18.2.Tellonis.CRANIUM.DORSAL,0.012411295417681609,0.003845485021285656,-0.013385461336330232,0.00884772524797506,-0.013493618523397295,5.703524380919796e-4,0.004641657257445522,0.010015548922550223,-5.773202421387818e-4,0.003936575689780696,0.004042900955726867,0.0011575947216196578,-3.6119905056895433e-4,0.0041568241610315075,-0.007503892175879326,-0.007154059958736054,-0.0024599136504260314,-7.609380507000707e-4,-0.002005737851822855,-0.009640097664563098,0.001761233968860427,0.0031526492252100568,0.0024320872510587154,-0.0020089886819749875,-0.0013457975437193514,-0.0019436987943233577,0.0015845649437650087,-6.740934465682817e-4,3.9650027021407886e-4,-0.0010547091243111014,4.6794001983539897e-4,-0.0022069714722776066,-0.00175365883265408,-7.475487526603402e-4,9.178105854485481e-4,-3.151866796934211e-4,4.327017588499556e-4,-2.5149847499236923e-4,3.0842163675423584e-17,6.833184192089892e-17,-3.2356658585114273e-18,-2.179246366695864e-17,05/03/2021,7.6.18.2,variegatus,Female,Sumatra,-0.063028,98.276616,3040,100%
NHMUK.8.1.25.3.Taylori.CRANIUM.DORSAL,-0.0100381863304429,-0.024078880407143184,-0.01479230312526559,0.004134375993215401,7.075099340790703e-4,0.013713619667481717,-0.008430081154366031,0.008383382356992711,0.005720551215159191,-0.0032603287009403655,0.0010288804885599065,-0.00453458910522855,0.0034399057806454576,0.003711737615184807,0.011192245230729068,1.5308881798335036e-4,-0.003647350407615153,-2.1417265068646147e-4,-0.0018594128110743424,5.949860152980412e-4,9.517695908094225e-5,0.0016783706753629821,-0.0029359426861924032,-0.001655965236948858,0.003561347529798309,-7.633229614089909e-4,0.0020150625949893184,-4.8497641413199955e-4,0.0023448342532919053,-1.4835919686502532e-4,7.138861115334931e-4,-0.0015267294793737231,-0.0023400985457986776,5.657647799920474e-4,-1.5148658674206145e-4,2.792453685797307e-4,-0.002497472787825007,0.001988157017152194,-6.596353780037589e-17,1.3877787807814457e-17,3.110304982317791e-18,1.5612511283791264e-17,05/03/2021,8.1.25.3,variegatus,Male,Peninsular SEA,2.789944,104.202186,1450,80%
NHMUK.8.7.20.10.Peninsulae.CRANIUM.DORSAL,-0.003932238759179594,0.02605539502206058,0.005423035617268099,-0.006488215785652509,-0.019295952718890414,-0.0222234032337578,0.0029877829872772235,-1.716384800847334e-4,0.0054270315603794205,0.005357386192622058,-0.01170979238406628,-0.00732385552081178,7.138446267663661e-4,0.001448135497944483,-0.00228336590747042,-6.332513728486766e-4,-0.0038005698020591155,-6.207984966645483e-4,2.0604165283270642e-4,-0.0015450244854757712,-0.010059006125073922,-0.0026578525634793427,0.007891687580201869,-0.0011482969795726145,0.004070542368084787,0.0020412353019206545,0.0030478959286499,-0.0014553794192523908,-0.00107189245619831,-4.85795755987126e-4,-0.0015039204442952143,-0.001431349577574843,5.121186685324429e-4,-0.0013245308012796333,-1.608993318973117e-4,0.0022660667976217375,-9.142041000915692e-4,-5.001878788822773e-7,3.871957008488858e-17,6.5052130349130266e-18,-3.7838655819744105e-17,7.37257477290143e-18,05/03/2021,8.7.20.10,variegatus,Female,Peninsular SEA,3.488784,101.767941,34960,80%
NHMUK.9.1.5.519.Variegatus.CRANIUM.DORSAL,-0.010483754552810889,-0.014902742673926758,0.00579736571217327,-0.003943904260144782,0.0033910620038024963,-0.010585377689770428,-0.0034041576671409663,-0.002718415437939505,-0.013195174872119162,0.01278046117238769,-3.1799421919159775e-4,0.0032278538614136914,0.0012381608485335712,-0.008582477322759054,-0.0011202527693941829,-0.007244371005764025,0.0023882201904717386,0.0016744329371771306,0.005136211349542637,-0.0026784407786059304,-0.0033963241009446225,-0.001410995286130386,-0.0024260447308725942,0.0037819045600845213,0.003959598409496991,0.0012147514290031325,0.0029405505017123888,8.224338381959493e-4,-8.000214474036275e-4,-1.946021295817598e-4,-0.0011495894554497581,-2.0019370417718747e-4,-0.0025543667661598528,-6.336405445275882e-4,2.1852164403510428e-4,-0.0012023283492800432,1.6352674877379939e-4,9.898772318645281e-7,-2.8019849895172255e-17,-8.673617379884035e-18,-1.146543797403421e-17,1.3227266504323154e-17,05/03/2021,9.1.5.519,variegatus,Male,Java,-6.21462,106.84513,21405,75%
NHMUK.9.1.5.520.Variegatus.CRANIUM.DORSAL,0.00690470646049208,-0.004599699668584512,-0.010086553355528403,0.007669961002018178,-0.009853618679739743,-0.009878636141703314,-0.010482707665786087,-0.0012557923719060905,0.007974729625191756,-0.006646779411111828,0.012403814848473235,2.1245066153396397e-5,-0.001671115421470937,2.0054031776059846e-4,-0.006399394111101342,-0.006069436260423075,-0.0014241960023125158,0.005062388920856377,0.004845391936813143,-0.004193865627527527,0.001867364584945642,-0.007932986353990626,-2.267875949550397e-4,3.435977489139921e-4,4.8437492209369923e-4,-0.0011173686436936863,-0.004350234610276901,0.001728031746362059,-0.00380426617743382,7.849337845696176e-4,-3.772833871213412e-5,-3.5765221299575517e-4,7.433920902602894e-4,-4.2359921892408706e-4,-5.573015517181958e-4,4.097540343139837e-4,9.142891663655222e-5,4.0732814272241384e-4,-9.501962662739538e-17,2.8677994495188847e-17,-1.7228173691119638e-17,-1.5841633696023552e-17,05/03/2021,9.1.5.520,variegatus,Male,Java,-7.683374,108.57176,12150,100%
NHMUK.9.1.5.521.variegatus.CRANIUM.DORSAL,-0.001526905933361523,0.028633418268736874,0.013666009364107773,0.01958420662348095,-0.022229709351868968,-0.004550398127690054,-0.006980844492149573,-0.02149384810133996,-0.010769533171641766,-0.004332439336485745,-3.783877611909015e-4,-0.005135333082119978,4.918025139858703e-4,0.001203092570677439,-0.004391893656981529,-0.0024010450244032902,0.004913390958300639,4.09842468554396e-4,0.0039486884168305186,0.001039894640709711,-7.607447703302992e-4,-9.820495492122421e-4,-0.004823498021576914,8.800767996309021e-4,-0.002894625012512759,0.00470030029563625,-5.612068147421424e-4,0.0017096541098243771,0.004327582323224239,-7.128976984950966e-4,-0.00243525068508392,2.549933441576041e-4,-2.9942231597170397e-4,-4.900790934896428e-4,3.2953411608365227e-4,-5.68671023812843e-4,3.694176093041389e-4,5.86405521531365e-4,-6.281596336837891e-17,-6.483528991463317e-17,-4.178921748573816e-17,-2.461138931542095e-17,05/03/2021,9.1.5.521,variegatus,Male,Java,-7.683374,108.57176,12150,100%
NHMUK.9.1.5.523.Variegatus.CRANIUM.DORSAL,-0.0034105196283910288,-0.01232610940454952,0.006635348370240822,0.02390358786901542,-0.01726700760013539,-0.017264837913463442,-0.005494126985328262,0.006720483326050535,-0.001147639947743556,0.0011455586643180048,0.00840647199269406,-4.903385512817262e-5,0.011666983293886818,0.00438346994305678,0.003086871636447811,0.003145483305595663,0.005352025142305359,4.913429826276928e-4,-8.239417539674244e-5,0.009126425869977705,9.564821478748592e-4,-2.1679098087772127e-4,-4.633331050425672e-4,0.0026772409655637457,6.730180037396987e-4,0.0011959150541883004,-8.196415234855002e-5,-0.0026577152468678956,4.1844366432133796e-5,-1.8987862694081484e-4,-0.0031063826489259863,4.1196661439386515e-5,-0.0013142148800100542,-4.505880378741177e-4,-9.850521785503628e-4,2.233987762893996e-4,-1.286955204591434e-5,2.922959281219517e-4,-6.436095146417076e-17,7.058156142880634e-17,-1.5151725360484924e-17,4.7704895589362195e-18,05/03/2021,9.1.5.523,variegatus,Male,Java,-7.683374,108.57176,12150,100%
