specimenID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,Date.Photographed,Specimen.ID,Dorsal.ID,CurrentSp,Sex,Region,Insular.gp,Latitude,Longitude,Extent..m.,Certainty
ZRC.4886.BONEANUS.CRANIUM.VENTRAL,-0.002294049797963397,-0.002750233676790026,-0.015460159839742811,-0.011744442900848917,0.007317799649640334,0.0012314897598001788,0.008222927714606141,-0.0035942365076757155,0.003762656479802874,0.0031423050517425145,0.0016673496781897123,0.002089989542724613,-0.013244560791544038,-0.004343026013127772,7.280935678021685e-4,0.004632334057458874,0.003209243121573327,0.00102586152525964,-0.001307455100644844,0.0010372083976629863,-0.010691679810032152,0.006405412328416145,3.419208426724853e-4,0.0018683469665410769,-0.0021707015214025363,8.292205295123808e-4,0.0058686825243237685,-7.110560021848413e-4,-9.649052602890965e-4,0.0019968999488682547,0.004532975552452249,-0.0010077656975272966,0.0019451927096771676,0.0022779076786936803,0.001492559037640043,3.388750526712013e-4,1.501263771345787e-4,7.273675143418095e-4,0.0010631039040551347,2.1253125903654955e-5,0.00239101327284006,7.006814858292434e-4,-1.8257366934382765e-4,-0.001385965996977729,6.818373454525155e-4,-8.594907940700458e-4,0.0015675413606641262,8.646954100827183e-4,4.532098456362571e-4,0.0012339783591243938,8.086681417872405e-4,-0.0010173553457791275,-0.0011589442314161164,-2.538884103711487e-4,-3.593253337321899e-4,-0.0013195717174520395,-1.5884185750088994e-4,-5.431097061024957e-4,-7.976838783505302e-4,3.64084356678545e-4,6.816529046758434e-4,1.3622269769586188e-4,9.307956524455083e-5,-3.739550731374432e-4,-3.1136492391262e-5,2.4779714716409673e-4,-6.818036302567091e-5,-2.1967599549131561e-4,-9.005654295207721e-18,-2.7647155398380363e-17,-2.40303247136045e-17,1.2956215961201778e-17,18/08/2020,ZRC. 4.886,ZRC.4.886.BORNEANUS.CRANIUM.DORSAL,variegatus,Male,Borneo,Borneo,3.9218,113.93024,70000,75.00%
ZRC.4888.BORNEANUS.CRANIUM.VENTRAL,-0.0026670521794485698,0.020598693745220015,0.007261237025306065,-0.004286015580330591,0.006037377056206221,-0.009102260679725457,-0.00454083195525638,0.00378752219127654,-0.0042379947405295215,0.010042216969571013,0.008371680616403048,0.009718949180043669,-0.00357191172133717,0.008036676155756362,-0.0018650146025610702,0.007110318097406291,0.0014653789639166711,-0.001216842012117004,0.0040780651083767395,-0.005689055764393906,-0.0018357950927018788,-5.1342266457815994e-5,0.001842312121081097,6.958679079723392e-4,-0.0038478977771708497,0.004376777703168947,0.005695020337097409,-0.0020515089347070744,-0.0017617533732716176,-0.0017515898887411475,-0.002333151337270648,7.508507598299131e-4,-0.003707753789662993,-0.002179707224641276,-3.438258991402505e-4,7.160743047950828e-4,-0.0036871081605766246,0.0018904835906005213,0.0014963200853190539,0.00207315080176171,-3.9532315601516004e-4,-5.445736697418128e-4,-6.778063360011215e-4,-4.973965278460106e-4,-0.001427702985515033,0.002390862318060238,-8.317694757005329e-4,0.0015040384657249782,1.3062640271871504e-4,5.961987853286912e-4,0.001451553380562526,3.748499004165339e-4,-0.001191991373747447,2.851666342309603e-4,-2.44535942148726e-4,2.3256300993051445e-4,-1.1805299386211956e-4,9.206677850657884e-4,-6.295561837198658e-4,8.664800506475774e-4,-2.0259951152345665e-4,6.442735725612876e-4,-6.291956787026147e-4,4.83715577365241e-4,5.099340186215319e-4,1.9794083984253714e-4,6.502073990008345e-5,-1.5680711677963378e-4,-6.456847453624806e-17,2.3554292197247584e-17,-9.147955830346444e-18,-1.0625181290357943e-17,18/08/2020,ZRC. 4.888,ZRC.4.888.BORNEANUS.CRANIUM.DORSAL,variegatus,Male,Borneo,Borneo,5.304512762,116.9350579,253000,75.00%
ZRC.4899.PENINSULAE.CRANIUM.VENTRAL,-0.01184929381494725,0.003415987897347681,-0.006394896958701811,0.0162204771869369,0.0060805090077036515,-0.0032847109813449855,-0.013252074173219866,0.008536256200109801,-0.0014187878503465305,-1.1010875056260124e-4,-0.012436301288568584,-0.006866100450830126,-0.003868904992964401,6.306602829270197e-4,-0.0015921870046782588,0.005956386629869547,-0.005851131746608267,0.0025789658041881496,-0.003126117213460384,-0.00493896208876803,-0.001270696726174738,-0.001267163583347234,0.0028791744519941678,-0.005903138858451902,0.0033197543975503245,7.338736665829329e-4,0.004492714735936268,-5.7293597095942577e-5,0.0072988792333033535,0.0013492605098240208,-0.0026826039747678302,-0.0013068778596229552,-6.470559854950048e-4,0.0028444801159706466,-0.0038714364948865604,-0.0022911214230312013,-0.0020672110701731397,0.001589788206478023,0.0012552341259642287,-0.0034405940103473423,1.3232114479689916e-4,1.32503488763686e-4,0.001610318729259856,0.0013844212625528293,7.141125914754602e-4,-2.783661543989185e-4,1.045442094634582e-4,2.2347470401134047e-4,-3.650577079671631e-4,-3.5948175983250544e-5,0.0015979937088499074,6.81784910142422e-4,-2.2224708614298637e-4,4.6773686643366294e-4,-1.0440976468475564e-6,2.8352768477657236e-4,5.405559448877148e-4,-2.42017410577582e-4,2.9049391387830936e-4,-8.184081989436875e-4,8.163629021606939e-4,-3.008527377676663e-4,-5.979353491657812e-4,1.7758362290851235e-4,-3.702124560312451e-4,7.986622102015794e-5,3.048989821634093e-4,-1.1873974757552232e-4,5.73373542655381e-17,3.0899761915836876e-18,-1.4602848010664138e-18,1.5720931501039814e-18,18/08/2020,ZRC. 4.899,ZRC.4.899.Peninsulae.CRANIUM.DORSAL,variegatus,Male,Peninsular SEA,Peninsular SEA,6.425678,101.820476,19710,50.00%
ZRC.4900.PENINSULAE.CRANIUM.VENTRAL,-0.007144916049981559,0.0024829079420379792,-0.010954594097757217,0.005385470578025592,0.0070183624084988174,-0.01659979616077977,0.004329991797250792,0.011635325182466193,-0.0047388481258672415,-0.010865337666865402,0.0010700426732373493,-0.001272230129390147,0.002496628863397315,-7.596636397416923e-4,-7.864153128538584e-6,0.006706193395626693,0.001186893294285903,0.005963084846240926,-0.00653000308376666,0.0025004087805401967,-0.00432553005405195,0.007357083828878268,-0.0023814249121150324,-9.150124379395703e-4,0.0022369837162997267,0.0023277872895490176,-0.001620888391237041,-0.0021089542531288787,-1.788412995613968e-4,0.0011111481135668924,-0.0033174146132643185,7.72823707860059e-4,0.0021280107607852075,-0.0023445515768241772,-4.557335011916496e-4,0.0030607914223646114,0.0045948823274609306,2.615836088533347e-4,-1.6666080999656367e-4,6.000317983571347e-4,9.044364302004317e-4,-0.0024913917744984575,3.1116168446242116e-4,9.609813967244087e-4,-9.957351666514344e-4,-0.001689618731337738,-0.0025416152237774685,-1.9077489783047484e-4,-1.398875254704453e-4,4.931744610793844e-4,-8.052689695125143e-4,6.887992078816989e-4,0.0014381936073865093,2.642721443421183e-4,-2.8606709290848596e-4,4.2230891365512626e-4,-3.697316951241001e-4,1.5573537674827879e-4,-0.0010831353144480664,3.6493598685096384e-4,2.751553515790596e-4,-7.542035513283116e-4,-2.929395759999621e-4,4.281579490234323e-4,2.047013949197294e-4,1.0399589823529144e-4,7.530230995600886e-5,1.5485790362130576e-4,2.101065225664292e-17,-4.743384504624082e-18,6.7305237988826705e-18,-8.348356728138384e-18,18/08/2020,ZRC. 4.900,ZRC.4.900.Peninsulae.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Peninsular SEA,7.068869728,100.621263,1000,75.00%
ZRC.4908.PENINSULAE.CRANIUM.VENTRAL,-0.003017773184871685,0.003997996936366145,-0.005045207744889315,-0.02237499027731506,0.016719369894884487,0.007213825083496811,0.005701498853508755,-0.021770186118065794,-0.003757920743191367,-0.003030453729933036,0.007381060895123064,8.675355172723605e-4,-0.002216076330656114,0.0076330969672014784,0.005909201562537531,0.00340749754000156,0.003884389647562697,0.011087530513445713,-0.009291115868867638,0.0024689294470692643,-1.041429149299499e-4,-0.002920400258691868,0.005019003924579079,1.9262732819120163e-4,-0.0020644796027485058,0.0018726663577386276,-0.0037937294633150803,0.004105153995385808,-8.493760144127433e-4,-3.201541479515089e-4,-0.0018303224072964263,-8.78695923889636e-4,-4.1314141737861654e-4,-2.1706714249806802e-4,-8.3181337416679e-4,-8.274825790061127e-4,3.847166597583338e-4,0.001203601408440186,0.0016326419991734514,-5.965718391870866e-4,0.001536049474582636,-0.003194656022886953,7.88483101935511e-4,4.4987698170705954e-4,6.269206484584741e-4,-6.513501521190559e-4,-9.169271287563603e-4,-6.918597192668207e-4,-0.0016457117892796653,-7.786827451852276e-4,1.3638564411043756e-4,-0.001358334391145442,-2.2491767516999244e-4,-9.19627696958765e-4,2.1629482727287012e-4,-2.336165614216383e-4,0.001076506724010654,7.606612956542825e-4,-1.4750332124610931e-5,-7.36672873337246e-5,-3.185501279165285e-4,-4.197160263628112e-5,-1.9350557809343782e-4,-4.475940385636853e-4,-3.3777881783833704e-4,-3.1434061855680905e-4,-2.1676616907861045e-4,-2.4106640075436853e-4,-5.810307204985599e-17,1.83772268236293e-17,1.374056847035926e-17,6.776263578034403e-18,18/08/2020,ZRC. 4.908,ZRC.4.908.Peninsulae.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Peninsular SEA,NA,NA,NA,NA
ZRC.4918.PENINSULAE.CRANIUM.VENTRAL,-0.0029535317332704952,0.0051829568626074315,0.002792640659294634,-0.017254913771319064,0.00204438763334507,-8.985987885260475e-4,0.004873960005684699,0.004782965867174454,2.1310410495086488e-4,0.006107934263437111,-7.595013775589826e-6,0.008603939669419232,4.5581812879601084e-4,0.006577124044865077,0.006581476779258621,0.0018440801362719762,-0.008918660534926421,0.003960838307093503,0.008468411110112664,0.0052412378052170625,0.002846729144540386,0.001993364195738423,0.00477959164242871,2.5087266386270696e-4,-0.0015477534533835278,-0.006973533186393432,1.9657597270122777e-4,-0.0033704186417472847,0.0013058915729426152,0.00199041772803522,5.319623434294874e-4,3.1330342292562347e-4,0.0010608276221736432,-0.002004127956387391,-0.0028822896417061822,0.0015522008201565452,0.0015478373887906757,8.36950400847058e-4,-0.0015064481811139035,0.0013002812374297563,-3.1458218817680236e-4,-7.077451138531014e-4,0.0014369570606692953,-0.0013355345237566593,0.001644496023251856,-8.026969405191139e-4,5.022951663502641e-4,-0.0011206211367507915,0.001089265603025078,1.513308025862114e-4,4.87826648697757e-4,4.596178810436451e-4,3.9348425503916783e-4,5.758642146266032e-4,1.8056509601416024e-4,-7.354291882058296e-4,-4.930517341229511e-4,7.560567400056865e-4,9.432446640549636e-6,1.2761707927647336e-4,8.41230624605501e-5,5.106458397842277e-5,-9.251430042525385e-4,-1.8246430909906158e-4,-2.769661794829898e-5,-8.32513949718156e-6,-1.2377795907081315e-4,-3.011070904725687e-5,2.751840639039771e-17,-2.0274580625478933e-17,-3.066259269060567e-19,3.2526065174565133e-19,18/08/2020,ZRC. 4.918,ZRC.4.918.Peninsulae.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Peninsular SEA,3.55023,101.7233,3500,75.00%
ZRC.4925.PENINSULAE.CRANIUM.VENTRAL,-0.016124464682125826,-0.014056539345175437,0.011330264646441964,-6.389396293921068e-4,0.00884888910906264,0.002489950827836847,0.004044592810570064,0.007825231007841396,-0.0024171908365233485,-0.0031619380410673956,-0.007953672018905181,0.002099442701899945,-0.016184240297978214,0.005890532274157017,-1.309370092937383e-4,-0.012827584975560177,-0.003785610186975343,-8.68600257684079e-6,-0.0036214141315091732,0.005049118188232102,0.003543676860030665,-0.002457529858171628,-0.005014665841868212,-0.006510921559503291,0.001766466992044654,0.0019385746304164,0.0028768941408402944,-0.0011575038402878064,-0.003056672232883948,-0.004710873573911605,-9.806952196966575e-4,0.0019517289957526034,-1.4666925283539253e-4,0.0021086293165460276,-0.0037119162795414247,0.0038626172287578122,0.002114148953694417,-0.0016773692192321031,-3.1232780514328244e-4,-2.3296185989052538e-4,0.0013745063535722977,0.0013816602995542309,0.001333045700101863,0.002011197294199823,-5.230941627018931e-4,0.0015742698619883027,7.214228888308895e-4,0.001000656453109711,9.873835172075785e-5,-5.257872271092574e-5,-0.0014902633928816438,-3.5260486497552205e-4,1.8297621097332437e-4,5.506801206023981e-4,0.0013339009285250813,-9.937934358167494e-4,1.9300594963843982e-4,1.0406740626543192e-4,3.85985686703302e-5,5.895254564414686e-4,-1.0649342142342613e-4,2.578999722201644e-4,-1.3475690961876034e-4,2.4675747767529608e-5,-2.7805078263622758e-5,-1.7041972815996873e-4,1.0709807173118306e-4,2.4160486633349423e-5,-1.53291787629347e-17,-1.3742262536253769e-17,9.398677582733717e-18,-1.6263032587282567e-18,18/08/2020,ZRC. 4.925,ZRC.4.925.Peninsulae.CRANIUM.DORSAL,variegatus,Male,Peninsular SEA,Peninsular SEA,1.4208,103.80113,3100,100.00%
ZRC.4937.TAYLORI.CRANIUM.VENTRAL,-0.013762470280738652,-0.02582654130962773,0.013979282285986393,0.024467516079315226,0.011872099596251217,0.0076648319855554745,-7.297418846352807e-4,0.0030484955249635583,0.00950940846637463,0.006143854734079882,-0.0028688566733773104,-0.0049687032626597434,0.008963131633040047,0.005537400403706931,0.004097124655381879,-0.004411302738582973,2.374275301978518e-4,0.006520734298285662,0.004980915801864856,0.0020461910118816846,-0.004065032858548285,0.0032687096197207893,0.0011953809468401556,0.001962755746826166,-0.004055740913718132,0.002916038165554285,2.152491822814896e-4,-4.249285093999204e-4,0.0016634718262924346,-9.623526252385101e-5,1.310177597966067e-5,0.0025582813243010204,-8.140925406371866e-4,-0.003307605211334732,-0.0032761452013973487,-0.001509883186568215,-0.0012925325656686518,-1.0138689414029817e-4,0.003403680163977485,0.0028606443795370666,0.0024743166867416864,5.502868587598118e-4,-7.600578486770886e-4,0.001324794835426034,0.0010898844478365135,-8.81105414609603e-4,9.048524783074041e-4,6.070883399337531e-4,-1.3463229639972533e-4,-4.3538094871389506e-4,-9.724929897049542e-4,-8.229414192056067e-4,6.433180283073197e-4,-2.58716587782515e-4,4.5494062085879686e-4,7.48739534819302e-4,-1.1262900349658435e-4,3.065289662548622e-5,-3.80385706135409e-5,-4.4329138547128457e-4,2.2765466312431526e-4,3.640050603283673e-4,2.9955786712040997e-4,3.3725626866107e-4,4.688548061203074e-4,3.2819588056432223e-4,-7.163003703869204e-5,7.140171875986089e-5,-6.480717900869616e-17,-8.536398042428839e-18,-1.3351039193740689e-17,2.7681036716270535e-18,18/08/2020,ZRC. 4.937,ZRC.4.937.TAYLORI.CRANIUM.DORSAL,variegatus,Male,Peninsular SEA,Tioman Island,2.789944,104.202186,1450,100.00%
ZRC.4938.TAYLORI.CRANIUM.VENTRAL,-0.011601882393742022,-0.013116476562584191,-0.0011654065869986343,0.007802688057124487,-0.009666319510360509,-0.0012897448711015774,-0.008510402104942496,0.009568622942646684,0.005623096544220935,-0.009302433923554086,-0.006259084708038929,3.4210380510458745e-4,-0.005588959710476933,0.00678750230615632,0.0067356219458421275,0.009824619935208665,-1.0785017894244354e-4,-0.0026389089456371573,-3.282447586753737e-4,-0.0014666159742683978,0.002250780128457669,-3.779379865158557e-4,-0.001344304192972104,-9.787986145833013e-5,-4.6600367761158467e-4,-6.395168373452887e-4,-0.0019983058096558616,-0.001010750145213304,-0.0015046335498460957,-0.0017812143287694612,-0.0013780441024956519,-5.236628128900883e-4,9.277464156029248e-4,4.1233268396002285e-5,-0.0018937080019506918,-0.0011813581725099913,-0.0032539268003667493,-9.474533399000426e-4,-5.495470329755941e-4,0.001160128032395891,0.001611236485474298,2.7261621640015045e-4,0.0011592506341270192,-0.0026709412060193526,-4.038653660777333e-5,-0.0024960972909096285,-1.1638505816680742e-4,-4.5315072370804936e-4,-3.387002185220095e-4,2.772493244988891e-4,0.0011871469678773972,2.859805271603447e-4,8.160700875989057e-4,2.0732221455923563e-5,-1.0546175164926874e-4,3.4874974328055687e-4,2.2189258299520597e-4,-0.0014232148804775155,-2.713358335197147e-4,0.0013134095426243178,-5.076296407036841e-4,3.664028668862448e-4,-3.280141347297282e-5,-4.214313697752472e-4,-1.8265526102997638e-4,2.5238925854194783e-4,-1.793930798693185e-4,-1.5688412996222478e-4,4.0091763459440544e-17,1.6994869053710282e-17,3.1907731123069494e-17,3.903127820947816e-18,18/08/2020,ZRC. 4.938,ZRC.4.938.TAYLORI.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Tioman Island,2.789944,104.202186,1450,100.00%
ZRC.4939.TAYLORI.CRANIUM.VENTRAL,-0.0010438131633441386,-0.015811170431814736,-0.011876272635866995,-0.006096799207984233,-0.0033790659410978096,0.006869864914934517,-0.0066226438741784485,-0.007270863833501904,0.0029140323542941127,0.0021747138861225378,-0.0045413096371753,7.295466727786308e-5,0.0038701569495456565,-0.0011884685174127579,4.7180532483945823e-4,0.002260781729658489,-0.0032666356447197085,0.0021505439547301946,-0.001532654826485451,-0.002525188492332503,1.7114167359928218e-4,-0.001564602549470006,-8.751011567427379e-4,-2.6618207567196073e-4,-0.0010045036808664575,-3.7261811255208903e-4,-0.005708994685665725,-0.00140651295942189,-0.0021878828347585626,-2.1054954454137928e-4,0.003321804141844392,9.029232553147389e-4,6.598400458502093e-4,-0.002558040784071604,-8.989271230491133e-4,2.8505775222418785e-4,6.204821435345432e-4,-1.2206675507056227e-4,0.0031476285342366176,6.308277180453516e-4,-2.5666569895583223e-4,4.2214142575939227e-4,9.600961675447044e-4,0.001985372821530093,-0.0010933146691342564,1.459443813230648e-4,0.0013649937138923657,-7.919469082226013e-4,-4.899335955019971e-4,-6.396938707938285e-4,4.428694158933356e-4,0.002349190881534161,-0.0012699676802001754,-6.380273419228292e-4,1.1741021282540406e-4,9.576074203232763e-4,-1.965919100993213e-4,-8.306848233301397e-4,-7.358175195537913e-4,-3.159451522724648e-4,8.697343179809467e-4,1.849421884348576e-4,-4.1343178279943304e-4,-2.8431989606376735e-4,6.891448539575587e-4,-2.6758162483206513e-4,1.4548329649157726e-5,1.864044566731792e-5,-4.6846004180846335e-17,4.2825985813177425e-18,-1.2962992224779812e-17,-2.4936649967166602e-18,18/08/2020,ZRC. 4.939,ZRC.4.939.TAYLORI.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Tioman Island,2.789944,104.202186,1450,100.00%
