specimenID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,Date.Photographed,Specimen.ID,Dorsal.ID,CurrentSp,Sex,Region,Landmass,Insular.gp,Latitude,Longitude,Extent..m.,Certainty
NHMUK.7.1.1.220.Temminckii.CRANIUM.VENTRAL,-0.009996037314035377,-0.028316556067748817,0.004725012649989117,-0.006209771036514317,0.0031248966201184456,-0.00786654704724888,-0.010090518638904254,-0.005139472188016541,-0.01077578272061126,-0.0020673330873866515,1.2840276172062663e-4,0.005666979812977195,0.007037348514096268,0.0027755572245071027,0.011889312553403619,0.0018863294690144286,-2.616060731900957e-5,-0.00580895621226947,0.00242097329664751,0.0026802666020406714,-0.002643292814690822,-0.0025406752814871344,-0.0036492140511568145,-0.003249606142401028,-0.0011905969276412934,2.848029651356958e-4,9.144174556332727e-4,0.002542926233674672,-0.0012351868546036416,0.0013886491437337576,0.0031692994174710013,-5.097852037185232e-4,-4.5046745673664684e-4,0.0011672790895926363,-7.777328080965665e-4,-6.896397915162783e-5,3.3221606602384604e-4,-3.0374102832053044e-5,6.383021155234875e-4,-0.0010442329151268783,-0.0012684448322362839,-0.0019768915090829045,2.9393924633334777e-4,-3.6399683975723706e-4,6.7441650194834e-4,-1.8919327909872052e-17,05/03/2021,7.1.1.220,NHMUK.7.1.1.220.Temminckii.CRANIUM.DORSAL,variegatus,NA,Sumatra,Sumatra,Sumatra,NA,NA,NA,NA
NHMUK.8.7.20.10.Peninsulae.CRANIUM.VENTRAL,-0.0035863887407805786,-5.999442826843027e-4,6.879026164702573e-4,-0.0019961002681450502,-0.001661428871303089,-0.008580386755338062,0.0035551721620976097,0.012086294197132441,0.006295531400011506,-0.011587301919828749,1.2248622638637156e-4,0.004179848389826161,-0.016911218361968884,0.004696686533892715,0.0013869084795590286,-0.006663514273422116,-0.004439133255604583,-0.002922524416289892,-0.004997949306407745,0.0017879121232235895,0.0013729081362874322,-0.0037257423920182336,0.004364454789452698,-0.004543513628561812,-0.001682406381269401,0.004217556101808086,0.001063592892221476,4.134589903565652e-4,0.002582047835965137,2.139070849735855e-4,-0.0010948238370680555,-7.389818038559071e-4,-0.0011036713530938732,8.220415009051343e-4,1.8321533476084806e-4,-1.8172296881512396e-4,-0.0014050340849448729,-2.6086859690690995e-4,4.7472051254723196e-4,0.0018245586439911887,-9.612750816963107e-4,-3.7879052877151447e-4,-3.746507042413545e-4,-3.636071066317082e-4,4.550457207709764e-4,-2.4028630647709992e-17,05/03/2021,8.7.20.10,NHMUK.8.7.20.10.Peninsulae.CRANIUM.DORSAL,variegatus,Female,Peninsular SEA,Peninsular SEA,Peninsular SEA,3.488784,101.767941,34960,80.00%
NHMUK.9.1.5.519.Variegatus.CRANIUM.VENTRAL,0.012679535569202654,0.005559217584924268,0.007780949430271813,-0.020296037828414954,-0.0030272459472014063,0.01994089716167742,-0.00968355945135036,-0.001114409930204682,0.005366358752576594,0.002774861870248115,0.0038915329894827536,0.005890712533782613,-0.0015288990778333873,-0.003989706015530177,0.0036744197325955714,-0.006349739395138792,-0.004260019011633805,0.0013778821088232846,-0.0033635736195966786,-0.00304815927686012,0.003359936505199922,-0.003876636082314065,-0.0035579794408553927,1.7832736692702266e-4,-0.0010372843385421844,0.0027497379676605033,0.003548021549179907,-0.003312648259984389,-8.61563704537055e-4,4.0397636716572015e-4,1.8214287261176932e-4,-0.002854422295486475,-0.0020266438015015785,-0.0032237812814721795,1.661094925409994e-4,4.671253118835977e-4,0.0018953659346405904,4.005734995331513e-4,-7.886805354462348e-4,-0.0012383494846179353,-7.789376059032872e-4,2.6784057385176454e-4,6.667963293415786e-5,-9.684538106841873e-5,-7.260448539773324e-4,-1.9668105035244854e-17,05/03/2021,9.1.5.519,NHMUK.9.1.5.519.Variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-6.21462,106.84513,21405,75.00%
NHMUK.9.1.5.520.Variegatus.CRANIUM.VENTRAL,0.032303178082909605,-0.010692397601740443,0.008573263520646189,-0.011370647044123137,-0.009582493985572395,0.0037269060401590474,7.841759055112733e-4,-0.003529620767984261,-0.008245173341941308,0.0031221726625170333,-0.004491812289433497,-0.0033965382541447575,-5.771257165523321e-4,1.2938806271208076e-4,-0.001561899982570773,0.00755364100229463,0.004269183856623234,0.007213166613540289,-4.88244971293397e-4,-0.00429296073935286,0.0020683283975510974,0.0020549671376455464,-0.0012766060682789342,-4.8157350456866447e-4,0.004304368183429032,-1.70913560949537e-4,-9.69483746666423e-4,0.0026068451534751068,-0.0012455313323162078,-1.6576965306629035e-4,-0.0028465913794642485,-9.95131112375326e-4,3.280029588892678e-4,-1.380051567347705e-4,4.1975562320465754e-4,-4.100913865147685e-4,-7.735926316922894e-5,8.06180444602642e-4,-3.366114988174176e-4,0.002147518165810335,-0.002073723781445015,-7.398483335686134e-4,1.496875949104788e-4,-0.0013726009569596054,-1.2792970989421404e-4,-1.5937771935536915e-17,05/03/2021,9.1.5.520,NHMUK.9.1.5.520.Variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.521.variegatus.CRANIUM.VENTRAL,0.013254608674893404,-0.014593876485042172,-0.01041636020246562,0.026252685819163644,0.001231137715886332,-0.006980622768636915,0.006950160237867128,-0.0028734571367077357,0.003931028672942216,-0.017018486611709203,0.005640509750488913,0.005895815578219883,-6.154657828249653e-4,0.001729232009581953,-3.1787933594359415e-4,0.0044852727595432575,0.004581663318774198,0.004671484633163036,0.0056570983872527,-0.001502399510878644,0.004641019105495724,-8.819535002310561e-4,0.0010878096583260843,-0.002648542204233528,-8.013379467452064e-4,0.0019467465584468765,1.6947435542674665e-5,5.617927295851489e-5,-1.2261640467213237e-4,-1.709924143859133e-4,-0.0023588415161864334,-0.0015593291109048594,0.0010017263941172689,-9.386363993115194e-4,2.3681687098339344e-4,0.0022319483139866645,0.0010092828319645216,-7.596534878861502e-4,-5.185363559883136e-4,-0.0020630481088112053,6.614716608919351e-4,7.447716459730069e-4,9.474062303316149e-4,-8.165718062161588e-4,3.2041586107681207e-4,-1.7969803975999982e-17,05/03/2021,9.1.5.521,NHMUK.9.1.5.521.variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.523.Variegatus.CRANIUM.VENTRAL,0.012160488318034238,0.013485262046261479,0.004046076459552968,0.015622234267406611,0.009821143226163332,0.0018391753647596129,-0.013083394813937691,0.0025184862527083043,0.0014348494358084184,-0.008256417982508788,7.609368925754422e-6,0.0061098850030689685,-8.118803839531789e-4,0.004425879526014363,-4.633608819086554e-4,0.0012577599676578558,0.005425293141780063,-0.0029079586486436266,-5.565696773543025e-4,-4.032656120383302e-4,0.0044096342060137754,-0.00253593107049087,-3.5616091012071914e-4,0.0043064091721813835,2.7465947766683145e-4,-0.0031696687026441252,0.0036416923226924715,0.005562323269508334,-0.0012170324460328034,0.0021121764534352016,0.0012732268599070372,-2.6440593813320507e-4,0.001997548822830117,-9.201276597782121e-4,-0.0011425621731534755,-0.0013435433958472875,1.6662858151726895e-4,-4.0959002976461296e-4,0.0014152297112279017,6.109119309146429e-4,3.007267085601898e-4,8.246191018955452e-4,-0.0017872357521775016,-1.27292093287988e-4,-8.949041000520465e-4,-2.1358782797964437e-17,05/03/2021,9.1.5.523,NHMUK.9.1.5.523.Variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.524.Variegatus.CRANIUM.VENTRAL,0.009999273259319567,9.789438358297304e-4,-0.0235785361741755,0.008708937240311057,0.006290369591065795,0.008584013519541456,-0.006217783344166274,0.002362502207640459,-0.001860555197141074,0.002594412926901047,-0.006036074407004099,9.091571358700676e-4,-1.918208161382176e-4,0.0016896164648745695,0.0010169104644420282,0.0024499705843738684,-0.00511763535230683,-0.0024159034905176977,-0.0031042560013624814,0.0024557749035195964,-0.006235445408044845,-0.001454000477423627,-8.273096346509362e-4,0.003030080511640594,0.0019996004631799226,2.618151747115256e-4,5.2832996588421e-5,6.313201773184545e-4,-2.9783632974154917e-4,1.9890474903680157e-4,-3.508882172083055e-5,-0.0037733424569226675,0.0010554644342611803,0.0016830656688568933,0.0012781147003596686,-0.0017059695216146101,0.0016268139064127833,-0.0019536023323730414,-0.0027396520729612477,7.667981495299618e-4,6.807796836543601e-4,0.0010056203407987864,1.9113690369442578e-4,-2.4753561634643337e-4,0.0010652672120876696,-2.2036409155767878e-17,05/03/2021,9.1.5.524,NHMUK.9.1.5.524.Variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.525.Variegatus.CRANIUM.VENTRAL,0.0055826644960915205,-0.0011113689920155352,0.005145977236866138,0.0027916860375859043,-0.004716773600396627,-0.00408650104703715,0.007696673696345343,0.003388685111685352,-0.005096223177659844,-0.007020702857660253,-0.0069968957596881765,0.0017169074388257224,0.0028405443254471228,0.003532326195352076,0.0035602900122267277,-0.002668155822848286,-9.795759743909571e-5,0.0024789800831778374,-0.0030760343624854614,-0.0011165071371710923,-0.005961160457988515,-0.0030453643544954027,-0.001327272004034753,-3.334575807197208e-4,0.005211876433551384,3.4641538068087445e-4,0.0038366194728543385,-0.001114079317450543,7.515935451394982e-4,-0.007455390526914474,-0.0012568744706225432,4.2886832764288277e-4,0.0018546992112267228,4.623985510471454e-4,-0.0025279485913778385,-7.65690020400065e-4,-0.0011095589327240344,1.0449474681045823e-4,-5.172573386732213e-4,-0.0010326540449271048,5.701518682592812e-4,-6.979860508306929e-4,-2.0300330575547928e-4,4.920776785318998e-4,-8.765004922536579e-4,-2.188733135705112e-17,05/03/2021,9.1.5.525,NHMUK.9.1.5.525.Variegatus.CRANIUM.DORSAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.527.Variegatus.CRANIUM.VENTRAL,0.026554578939343126,0.004125943398719654,-0.015531563566447328,-0.0013631548884500142,-0.009551738826116376,0.0021661127253681336,0.00398928343808829,0.001415589473668863,-1.874676271419672e-4,0.010940021912494907,-0.003871289967260853,0.01229542644017621,6.842567524542865e-4,-0.002523723442882072,-0.012176403405013879,-0.0030560349493814415,-0.0036918714599897574,-0.0010299564534658433,0.0033532674575129902,-3.966033824607648e-4,8.851866973351835e-4,-0.0011755005049237655,-0.001591724634705552,-0.001207732934598038,0.0012801026378895307,-3.969772578857895e-4,0.0029169399416952946,0.002283952896464565,-9.119390465926027e-4,0.001079152562410251,1.6693404431639779e-4,-9.074237241492873e-4,0.00159203928959218,7.582807185868217e-4,5.03573195516372e-4,0.0031328792681545804,-4.125824483330545e-4,1.934175082946074e-4,8.991916127069631e-4,6.098012079364613e-4,6.738076494979186e-4,-0.0017241316010990029,3.639945073601846e-4,0.0012340976002135908,4.3760400109451296e-4,-2.426241174115218e-17,05/03/2021,9.1.5.527,NHMUK.9.1.5.527.Variegatus.CRANIUM.DORSAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.529.Variegatus.CRANIUM.VENTRAL,0.03075231247059687,-0.010089586866241571,0.012387888811144315,0.010697652628758698,-0.0049186381339895065,0.0010992699209345586,7.073961988429916e-4,0.002950557173579112,-0.010819581149108764,0.009230184580643154,-0.005903136398461243,0.00427697685989952,-0.00981759750526055,-0.008303056649487552,0.0031922200617917197,0.0016723732585088443,0.001656926689196386,-0.005444065649623746,0.0037568441884509945,-3.6685163174044377e-4,-6.835023678624899e-4,-0.0017333864034497046,0.0055313083829336305,0.002561917340577531,-0.002466783649010404,-0.0012043989203939023,0.0011687335535980905,-0.002361549479965716,0.001546845736907721,-1.2541266333682916e-4,-8.506679216896923e-4,0.0027970946576943764,-0.0014426768824161434,0.0021679733506552714,-7.881307441746526e-4,-0.0011336018745567442,0.002796392729578237,3.3868144834372566e-4,8.125201273902453e-4,-2.7490139610688972e-5,7.193060660370513e-4,3.109106187366248e-4,0.0011358685219521702,-2.771540182272494e-4,-4.1331993833461833e-4,-2.7430314963883262e-17,05/03/2021,9.1.5.529,NHMUK.9.1.5.529.Variegatus.CRANIUM.DORSAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.530.Variegatus.CRANIUM.VENTRAL,0.017004155769864516,0.001994998165455647,0.009114524542335793,0.004226342153122342,0.00876615531453524,-0.0027621635760985237,-0.008196010732905715,-7.930856666585261e-4,0.0032419266993768798,-0.0061401711545566425,-0.0011080104545995075,0.0025354720009790376,-0.0022540410692356776,0.0060692132878110445,-0.002089029699956178,-0.004571198771804181,0.006398073208879638,0.008136111240306094,0.001852158481856149,0.005403297121629256,-0.0010095276777215582,0.0035152120014996114,0.003410478261961541,0.0035798982398829848,4.022241349915411e-4,7.550495082947206e-4,-0.0025944238812037664,-0.004179161471427408,8.275803953813122e-4,0.0032719946460411896,3.082168547476701e-4,-0.0010890217863682458,8.947856918567823e-4,7.762580689880821e-4,8.177276847727684e-4,-0.001877733409571137,3.7677679703049103e-4,0.0011487955829291858,-8.423614290808118e-4,-6.375205576043008e-4,-7.72106440752281e-4,-0.001999222778739624,1.5976967691934461e-4,0.0012021534714436518,-1.9019752829966895e-4,-1.984089975648473e-17,05/03/2021,9.1.5.530,NHMUK.9.1.5.530.variegatus.CRANIUM.DORSAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
