specimenID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,Date.Photographed,Specimen.ID,Ventral.ID,CurrentSp,Sex,Region,Landmass,Insular.gp,Latitude,Longitude,Extent..m.,Certainty
ZRC.4.962.VARIGATUS.CRANIUM.DORSAL,0.01610949676842161,0.01707693370862796,0.007759503686730886,0.016393726368454455,0.016142402545462023,-0.005321688607251655,-0.002120886941491437,-0.008261898442710617,-0.007967596057572345,-0.001383504999018994,0.0013230217498169214,-0.005244007299322422,-0.007616021060774316,-0.002934986005764979,-0.001627591129460585,0.0016021823090688213,-3.4990350965799657e-4,-0.0021355796319427085,-0.004180988936468203,-0.004876847151345324,0.003704261088531098,0.0038781411013774584,0.0011718732805201869,0.0022240793767374836,-0.001496676932789476,0.0015207916627962273,-7.879526184536372e-4,9.722690984693282e-4,-0.001291515423194744,-0.0021768814301857324,-0.001142204927691546,6.219099336168979e-4,2.2162817138201017e-4,-4.868865990316889e-4,-0.0011149821498314851,-1.6828912232695018e-5,2.7864524790471845e-4,8.14462514425343e-5,1.4826464708739273e-17,1.3471211993132393e-17,4.6891743959998067e-17,3.2526065174565133e-19,18/08/2020,ZRC. 4.962,ZRC.4962.VARIGATUS.CRANIUM.VENTRAL,variegatus,Female,Java,Java,Java,NA,NA,NA,NA
ZRC.4.965.VARIGATUS.CRANIUM.DORSAL,-0.04735936073236055,0.011485653367533833,0.0013795207516263531,-0.0029545419572560355,-0.005060779904597684,-0.018121245337113887,-0.011667846709035699,0.0037827656650426668,-0.009100758421430672,-0.008298256435393496,-0.006023646272924813,-0.007634802374065939,0.0013237636492743135,0.004528353989976059,0.0034083057950036106,-9.905509140045968e-4,0.007128854761594121,0.0025958726787481444,-3.5452635987158064e-4,0.004682515581609597,0.0024384388288164775,1.7062305604514195e-5,5.564424396390332e-4,3.8132362656976963e-4,0.0010847335384385481,-7.174170576888249e-4,0.0014242272951221623,2.2676380825566782e-4,-0.00266402939133709,7.721785139344474e-4,-9.354522532132609e-4,-7.882439648265389e-4,4.158579546014033e-4,-4.8412616095212303e-4,2.8587673595892045e-4,3.5868068561766394e-4,1.795201601143968e-4,-7.033941453828704e-5,1.0164395367051604e-19,-4.3164798992079145e-18,5.570088661144279e-17,1.3173056395698879e-17,18/08/2020,ZRC. 4.965,ZRC.4965.VARIGATUS.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.033653888,106.4589885,11900,75.00%
NHMUK.7.1.1.220.Temminckii.CRANIUM.DORSAL,-0.008772714728175108,0.018807939662507545,0.010226997580462513,-0.006913161882347973,-0.0011979105576853438,0.001485049707522812,0.022891236765876257,-0.0013221588276163027,0.0011739140550901506,0.0050070202248124,0.0012778119685249723,0.0032421734694063503,-0.001624035794946236,-0.012696438792840655,-0.0035022642774540074,0.003467454059720001,0.007201502960800204,0.0061780065453415425,0.004425488138090221,0.003303559468666605,6.5718717156536e-4,-0.0019990012567358156,-0.0010690200829268233,0.0035029242792127993,6.626996618419282e-4,7.548347798238297e-4,-0.0014276521126325918,-6.579695599053114e-4,-5.859342220298758e-4,0.001029227057361144,-0.0017319337734925271,-1.6761383814603478e-4,6.846234914179169e-5,7.561838973031826e-5,2.6498679412749037e-4,-1.6130836398409442e-4,1.6021253780633589e-4,8.091312681390432e-5,7.518942066186973e-17,1.6351124013797014e-17,-3.957337929572091e-17,1.0299920638612292e-17,05/03/2021,7.1.1.220,NHMUK.7.1.1.220.Temminckii.CRANIUM.VENTRAL,variegatus,NA,Sumatra,Sumatra,Sumatra,NA,NA,NA,NA
NHMUK.8.7.20.10.Peninsulae.CRANIUM.DORSAL,0.026977797358022537,-0.005021156411723203,0.005533054386091656,0.0049533471487171205,-0.003208393514607456,-0.023702073942409283,-0.009515793759847378,0.017316155113191494,0.010822617768584687,-0.005371673831888203,-0.005011521149785926,0.002202163780982246,-0.0021658459787795943,-0.0010984751931759794,-0.005385751507066288,-5.485911309527555e-4,7.172131427061659e-4,0.002608111074812914,0.004645715545989899,-0.0035726551344933467,-0.006085968551008825,0.00188346703869318,5.623820012931699e-4,-0.003884640581101507,-2.5379891395130126e-4,0.0011069728920939737,-2.3333770444854997e-4,-0.0013475810169948845,-0.0015371095355613765,-7.78014914283002e-4,-0.0013264219589487597,0.0011286107568100653,9.643315830048075e-4,-3.3489092925224667e-4,3.2594008275883607e-4,1.527584974579893e-5,1.4972625147750438e-4,1.3040109156195687e-4,-4.2825985813177425e-18,2.4069288229178198e-17,-1.691355389077387e-17,2.168404344971009e-19,05/03/2021,8.7.20.10,NHMUK.8.7.20.10.Peninsulae.CRANIUM.VENTRAL,variegatus,Female,Peninsular SEA,Peninsular SEA,Peninsular SEA,3.488784,101.767941,34960,80.00%
NHMUK.9.1.5.519.Variegatus.CRANIUM.DORSAL,-0.010853030044445272,0.007020657093480506,0.0017869342680284946,0.009110173465809807,-5.664366683452683e-4,-0.008596225051252036,-4.462260964579631e-5,-0.0067962093520100055,-0.005746387824347485,0.010965333328707822,-0.003008807877375597,-0.0028120290104027006,0.0018083483346938733,0.010750137548613155,-0.011543270853995004,0.005375361387432257,-0.004889212897391939,0.004009589538095749,0.002636506663619941,-5.3130189873339465e-5,0.0012352891989512761,-0.001915918472606012,0.002458584537942685,3.1430738606009513e-4,-1.2240032978824307e-4,0.0011679443615774578,0.003908928111163852,1.0330769906154394e-4,0.002126138466194211,7.942569007197303e-4,-0.0010810012717718265,6.927274085727511e-4,-1.3417207817711593e-4,-9.582610304040022e-4,-1.8438510974708524e-4,-6.271516867003494e-5,-3.672765019406308e-4,-5.4578541593016316e-5,7.101524229780054e-18,2.2632720350634905e-17,-3.144186300207963e-18,2.6020852139652106e-18,05/03/2021,9.1.5.519,NHMUK.9.1.5.519.Variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-6.21462,106.84513,21405,75.00%
NHMUK.9.1.5.520.Variegatus.CRANIUM.DORSAL,0.008066776586675284,0.01738087439291944,-0.0020492240750495075,-0.0017699864678561916,-0.013946495316652893,0.002792615127999825,-0.007901492056767344,0.002260768536818239,-0.009267368625784618,-0.00623806564991254,0.016704029295902385,0.004250435666404465,-0.0071454147976068695,-0.0033066995783714672,-0.004922179824944392,0.005661598290901698,0.004863057504623693,-0.00311493580854409,-0.0025626665883751224,-9.642817754860744e-4,0.0011980775022871698,0.0011022641330552191,0.003725197168643238,-5.948140903959736e-4,0.0027159321167960103,-0.0011608835906339523,4.972279157828117e-4,-0.002482589674885924,-7.743808493685636e-5,0.0018302334379814446,5.196815131790623e-4,7.134675203835038e-4,-3.0316471643753693e-4,9.352473593713981e-4,-4.001684679754488e-4,-1.272569991777869e-4,-1.7444387509621555e-4,1.6052541399220902e-4,-7.551129318182637e-17,8.710886829563225e-18,4.391018798566293e-18,6.423897871976614e-18,05/03/2021,9.1.5.520,NHMUK.9.1.5.520.Variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.521.variegatus.CRANIUM.DORSAL,0.03412578806669638,-0.004110268417766158,0.020898675705382206,-0.014559574550041829,-0.015647692580245454,-0.008627693991248651,0.0017641463770035767,-0.011507075953695003,0.014919410799005507,0.00282927806495944,0.008507981832909283,0.0023783820706457424,0.004252338317972584,0.004974966757314269,3.060837385302784e-4,0.0010544356476942024,0.0035453357688283466,0.0027289166159222573,9.063596891388265e-4,7.20120038182382e-4,0.004853395190565089,-7.021657687919469e-4,0.002869801078457577,6.662505253023998e-4,-0.0023035336913359234,0.001369075330222705,2.772704802845836e-4,0.001018687181014072,8.447281057536702e-4,-8.089653893981106e-4,8.223663757458417e-4,-8.244433578942276e-4,-5.300881860307601e-4,-3.5007849511397403e-5,7.529731369400642e-4,-4.1379410942947854e-5,2.6301810007765516e-4,2.8813387918976384e-4,-3.9193908535350985e-17,1.37287100090977e-17,3.778444571111983e-17,-4.9873299934333204e-18,05/03/2021,9.1.5.521,NHMUK.9.1.5.521.variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.523.Variegatus.CRANIUM.DORSAL,0.005349418372923426,0.02178792577929557,0.017741262568083928,-0.012909059112064329,-0.0011052766026988562,-0.0020245545413532656,-0.012054192177981302,0.004711133631463372,-0.013539475256321664,0.009681507120567699,0.0057359945981311465,-0.004046013923252932,0.003320172725697748,0.005832580784267674,0.01018657783721413,-0.0032695442571257496,0.0028422479316084675,-9.959787567549077e-4,0.0017679377417817374,-8.503561734795359e-4,-0.00385560013861044,-0.0014275894315250025,0.0011447469414374077,-6.348426812832973e-4,-0.0035168800839800963,9.473587466540166e-4,-0.0010941540613920552,-4.1846391844219816e-4,0.0018816384519001125,1.2980311168490173e-4,-7.949904532706373e-4,-9.089874529904803e-4,7.480016314436547e-4,3.3903730173199815e-4,-8.124392507696798e-5,2.545253713440806e-4,-9.903189864058693e-5,7.627723432587222e-5,-2.867714746224159e-17,2.0626946331536722e-17,-5.312590645178972e-18,1.7564075194265172e-17,05/03/2021,9.1.5.523,NHMUK.9.1.5.523.Variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.524.Variegatus.CRANIUM.DORSAL,0.003414294351544579,2.394364442273682e-4,0.024607549030403866,-0.016129479721270816,0.012496524415365185,0.00947395036228001,-0.0014371267220659573,2.2325358978008184e-4,5.706095800150693e-4,-0.006748857037581428,0.008841780200894659,-0.008788001532841221,0.0034215062877506956,-0.0018245680319952501,0.003441127386249964,0.0018157008184840648,-0.0014806980524999208,0.002043727861204457,-4.8492505997526e-4,-0.0045115934817675715,2.883077749963822e-5,-0.0017102331393358614,-0.0021048176500777,0.002638985698015242,0.0026032119817459712,0.0019849451857137197,-2.771291788753789e-4,-0.0013388029900167717,-2.3603780213920025e-5,-2.3573105022312892e-4,-1.544113904361435e-4,9.054892654503508e-4,-2.515878589904653e-5,-7.389660673774502e-4,3.557823529984714e-4,-4.0306396356265214e-4,-1.1795249584829206e-4,-2.563827961321e-4,5.0198560586078855e-17,1.7076184216646695e-17,1.734723475976807e-18,1.214306433183765e-17,05/03/2021,9.1.5.524,NHMUK.9.1.5.524.Variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.525.Variegatus.CRANIUM.DORSAL,0.003096376563624117,0.006392513551457831,0.01166852643045265,-0.007693140290848416,7.042784955225592e-4,-0.008897181113985825,0.006142240575604378,-5.216497912221878e-4,-7.079343346274634e-4,0.006989938438616823,-0.005609898348476737,-0.015438881048522122,0.00900465792319994,-0.0063052871798684506,0.005416884310574162,0.012197337033857952,-0.0030792143051635037,-0.007984967765687145,-0.00024727580605973484,7.391691346010723e-4,-8.508752556105096e-4,-6.65365000043815e-4,0.002178256286695253,-0.0021113076121934905,0.0015942713905395787,-0.0015846227938066952,1.7910721254305842e-6,2.885300107444641e-4,-0.0010410413924854063,-0.0013277302334883862,0.0015794941113779267,-5.261742294528185e-4,-6.200141994508182e-4,-4.1897369060768486e-4,1.0322744638095391e-4,-4.911654005096888e-5,8.559837152047767e-5,5.956975877541092e-5,2.2876665839444144e-17,1.826880660638075e-17,-3.881443777498106e-17,8.673617379884035e-19,05/03/2021,9.1.5.525,NHMUK.9.1.5.525.Variegatus.CRANIUM.VENTRAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.527.Variegatus.CRANIUM.DORSAL,0.012524110720969997,-0.011672351962403049,-0.003576191911942845,0.030269140885908152,-0.009501316782671543,-7.07985809953959e-4,-0.004691597109475646,-3.825772958203316e-4,0.004178142087932538,-0.00741040842057966,0.01380788544671261,-0.008608426623351264,-0.0058265869856113945,0.003107652340014439,3.826735701126419e-4,-0.003846674852535363,-0.0015794305434376058,-0.0018798239549032703,0.004127935998340848,0.004997896471422885,-0.004259313269880721,0.0017409777227370654,-0.002244301333473529,0.0051030319880872015,0.002048161241138967,-3.2184290295410073e-4,-1.285565891080308e-4,0.0011668469334561809,0.0010296229994057953,-1.8612172658235968e-4,0.0014321396771731479,-5.308934286835769e-4,5.88250070330439e-4,-5.533474449199362e-4,3.049469559246935e-4,1.1577262535406396e-4,1.573389529813563e-4,4.5899450627808914e-5,2.0355895788415346e-17,1.577514160966409e-17,6.071532165918825e-18,2.6020852139652106e-18,05/03/2021,9.1.5.527,NHMUK.9.1.5.527.Variegatus.CRANIUM.VENTRAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.529.Variegatus.CRANIUM.DORSAL,-0.009758696343975776,0.023700155343523256,-0.024447938286887485,-0.013242799476004187,-0.006518854587477373,-0.011023942083684764,-0.005990457483662508,0.0029597413140546834,0.006525000915809049,-0.00505071065904014,-0.009934123111456286,-0.010818167831785809,-0.0018417890426307363,-0.0021191100997448925,0.0022869920949706857,-0.004431016739974191,-0.0036516210217053266,0.0046685516031928454,-3.9855760104013304e-4,6.178820864449294e-4,0.0011933925835393875,0.004017545739247721,-9.89348861279108e-5,0.0037150611495115077,-0.003114631112958999,-0.0014947830656263145,-8.14584601598738e-4,-4.8195884402501985e-4,0.0015175536232580455,-6.388503623128385e-4,6.059349459752306e-4,0.0012700771738935177,-9.374532104623758e-4,5.768792942097503e-4,2.260084407320912e-4,-4.7407207450186054e-4,-1.9087523421157306e-4,1.0442676591094978e-5,-3.2146594414195206e-17,8.836247705756861e-18,1.235990476633475e-17,6.7220534694101275e-18,05/03/2021,9.1.5.529,NHMUK.9.1.5.529.Variegatus.CRANIUM.VENTRAL,variegatus,Female,Java,Java,Java,-7.683374,108.57176,12150,100.00%
NHMUK.9.1.5.530.variegatus.CRANIUM.DORSAL,0.004920613825924609,0.02273310002126538,0.004105500580640805,-0.0013656468032837783,0.014463000250338759,-0.005855323716605093,-0.011182189085837237,0.0067597893910316155,-0.004919513513961571,0.008365249150140206,0.003120624833715139,4.8487933940005745e-4,0.00470072263889184,0.004373703436860827,0.0019027321231381363,-0.002318670738574015,-0.005330334645129668,0.00349610209188924,-0.0023730640963782828,0.0035010266977321906,-0.0010715945529898327,0.0011601102163309599,-0.0018212355835056995,-0.0015205657364591554,0.004653547490651418,0.0017213004810713692,-0.002156207011533999,1.9915508915970519e-4,0.0010201936071467547,-7.175317162689786e-4,-3.346939035104347e-5,6.348006163877368e-5,-5.819472739276754e-4,0.0010078182017140753,3.289229817944663e-4,2.2458158854346753e-4,-2.0009956321098596e-5,-9.78680905549794e-5,1.4501204056993622e-17,7.460666199415877e-18,1.0598076236045806e-17,5.285485590866834e-18,05/03/2021,9.1.5.530,NHMUK.9.1.5.530.Variegatus.CRANIUM.VENTRAL,variegatus,Male,Java,Java,Java,-7.683374,108.57176,12150,100.00%
